system:index,Burned_Area,CO,DW_bare,DW_built,DW_crops,DW_flooded,DW_grass,DW_shrub,DW_trees,DW_water,LST_C,NBR,NDMI,NDVI,NO2,S1_VH,S1_VV,S1_VV_VH,S2_B11,S2_B12,S2_B4,S2_B8,SO2,T21,confidence,day,fire_date,fire_label,latitude,longitude,month,sample_type,source,.geo,S2_B4_refl,S2_B8_refl,S2_B11_refl,S2_B12_refl,DW_water_norm,DW_trees_norm,DW_grass_norm,DW_flooded_norm,DW_crops_norm,DW_shrub_norm,DW_built_norm,DW_bare_norm,DW_dominant_class,DW_dominant_prob,atmospheric_SO2_NO2_ratio
2_1711_0,0,0.0374218905699161,0.0731344478372789,0.0515463158915765,0.2496817338349083,0.0564643737791319,0.0649710329226599,0.2192689291254968,0.1453948532551771,0.0472776816134936,35.84409818000006,0.09570288,-0.049190424,0.29745957,2.9037748558763013e-05,-19.446500863207945,-11.464046635594586,7.982454227613358,2384.6,1783.5,1170.125,2161.0,0.0001006737860518871,0.0,0,0,NO_FIRE,0,17.217536199788228,77.80311688892021,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.80757833401236,17.21621242015063]}",0.1170125,0.2161,0.23845999999999998,0.17835,0.052082881129340286,0.1601724661715637,0.07157454572805345,0.062203288469665975,0.2750588357907037,0.241554940539672,0.056785370001522326,0.08056767216947852,crops,0.2750588357907037,3.4669969625281354
2_1712_0,0,0.0358278854324403,0.0325689939937243,0.1028888942363361,0.0458404036859671,0.0387397571777304,0.0638961430949469,0.0627722837806989,0.3933651562469701,0.067510049821188,17.068914320000033,0.4826611,0.2097713,0.650078,1.6455169224181354e-05,-13.991956429228065,-6.733339794251531,7.258616634976532,1900.5,1015.2,617.0,2909.5,3.0593932587725465e-05,0.0,0,0,NO_FIRE,0,9.04091849863517,76.66612686413002,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.66671792318057,9.041543334662984]}",0.0617,0.29095,0.19005,0.10152,0.08359532084835973,0.4870902411437735,0.07912034722448671,0.0479700791132216,0.05676256000545961,0.07772871175374095,0.1274036998669202,0.040329040044037895,trees,0.4870902411437735,1.8592292896487983
2_1713_0,0,0.0360133963462715,0.0503660385341694,0.0374687182949855,0.2370615531379978,0.0885381538808966,0.0867834134260192,0.0997406791197136,0.0980548404234771,0.1853081381414085,30.221455279999983,0.14883985,-0.02239345,0.38708577,4.643267133438007e-05,-18.794473125612274,-11.648377971116988,7.146095154495287,2123.0,1504.0,897.0,2030.0,0.00012111398965184088,0.0,0,0,NO_FIRE,0,15.205562489483746,76.20178785555152,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.19959397543842,15.203986183722902]}",0.0897,0.203,0.2123,0.1504,0.20978559992888593,0.11100696240589816,0.09824668593648625,0.10023321109797177,0.26837515418334085,0.1129154845346102,0.0424179834999027,0.057018918412903984,crops,0.26837515418334085,2.608378673276216
2_1714_0,0,0.033117790604819,0.035379177192226,0.0384031724339971,0.0408068277873098,0.026896354688021,0.0492375823979576,0.0956232932241012,0.6372623621020466,0.0308498661189029,25.2858344,0.23223543,0.04012117,0.4746557,1.9023538095765693e-05,-15.344455502425072,-9.267417998371348,6.077037504053724,2376.5,1604.5,917.4,2575.166666666667,2.6668710948965717e-05,0.0,0,0,NO_FIRE,0,13.81537299873803,79.18085955959391,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18200071871523,13.811597493337644]}",0.09174,0.25751666666666667,0.23765,0.16045,0.03232184712580331,0.6676689152394663,0.05158692115476595,0.02817969650555209,0.04275389865054348,0.10018589556735412,0.04023555446799652,0.03706727128851807,trees,0.6676689152394663,1.4018796511308118
2_1715_0,0,0.0335497773027255,0.0560435149818658,0.0611441941448272,0.3651496049088354,0.0313780246875607,0.072356702804637,0.1887080610031262,0.0989795746460843,0.0350848093557243,35.339940230000025,-0.037561633,-0.15384616,0.28421053,2.3429508102543145e-05,-18.314329088256912,-11.00441308935386,7.309915998903051,3660.0,2893.5,1496.0,2684.0,2.332943539247413e-05,0.0,0,0,NO_FIRE,0,14.17895238852543,76.56323039005642,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.55892008908623,14.179906759826647]}",0.1496,0.2684,0.366,0.28935,0.03860375441080861,0.1089070529807602,0.07961395362663813,0.03452518571936462,0.40177347205122,0.20763514968668367,0.06727684994613198,0.061664581578392816,crops,0.40177347205122,0.9957287746020518
2_1716_0,0,0.0358106964218575,0.0489153972594067,0.1022220534738153,0.2566172963939607,0.0557518349029123,0.0764962406130507,0.0927520646946504,0.1787137513514608,0.0606592318508774,27.579325820000008,0.2536232,0.07689491,0.45846763,2.3797229879959973e-05,-15.384471429518928,-9.165068481299242,6.219402948219685,2521.0,1751.0,1092.0,2941.0,1.5443799857283408e-05,0.0,0,0,NO_FIRE,0,11.004030335686792,79.53919687080639,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54132683236304,10.99987065404354]}",0.1092,0.2941,0.2521,0.1751,0.06955313996938242,0.2049169134346987,0.08771218441359332,0.06392621631089895,0.2942427424490288,0.10635145123524872,0.11720993781623582,0.05608741437091325,crops,0.2942427424490288,0.648974688868677
2_1717_0,0,0.0299293074463966,0.0373101763603887,0.0357386646952865,0.0328860413122536,0.0245039016168949,0.0442435565918427,0.0605104048977252,0.7017457464003357,0.0291843748699616,11.336894780000025,0.49979246,0.28660455,0.5777293,1.9216250035196825e-05,-13.069844011871377,-6.367825283729261,6.702018728142115,2003.3333333333333,1205.0,967.0,3613.0,9.054343836984242e-05,0.0,0,0,NO_FIRE,0,11.739228293150044,77.18501386740039,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.18774078796989,11.736489187021549]}",0.0967,0.3613,0.20033333333333334,0.1205,0.030207726030020532,0.7263524863714684,0.04579495850348676,0.025363131813099286,0.03403919153995574,0.062632204433389,0.03699184226505936,0.03861845904352083,trees,0.7263524863714684,4.711816207844999
2_1718_0,0,0.0354669984350894,0.0600757045424817,0.0778362730292,0.1972167052958598,0.0952798348906285,0.0795112808392492,0.1150026109124369,0.133070491021499,0.0897106384543482,30.096697550000044,0.19408576,0.033294477,0.33743054,2.4436177519679245e-05,-17.472961222011257,-11.08973960639036,6.383221615620897,2833.333333333333,2044.0,1500.3333333333333,3028.5,4.497687558074579e-05,0.0,0,0,NO_FIRE,0,10.775402037256733,78.93069924095579,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.93047243916176,10.775291833013661]}",0.15003333333333332,0.30285,0.2833333333333333,0.2044,0.10582784467514318,0.1569776282646182,0.0937960940146437,0.1123975900874886,0.23264820332333885,0.13566371452222573,0.09182015816795207,0.07086876694458968,crops,0.23264820332333885,1.8405855639460982
2_1719_0,0,0.0387576717695912,0.0571002255817274,0.0520448194996964,0.230030961477408,0.0772261293755183,0.0654887974322322,0.1025799084454774,0.1574688273962707,0.1117246308356463,31.60575338000001,0.34299007,0.1418036,0.5406241,3.059735515180784e-05,-16.31114111454149,-10.102312089495271,6.208829025046217,1997.6666666666667,1300.25,792.5,2657.833333333333,0.0001234603705507338,0.0,0,0,NO_FIRE,0,18.75546974941582,78.79006275219712,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.78674199370263,18.752331555995013]}",0.07925,0.2657833333333333,0.19976666666666668,0.130025,0.13087654108282468,0.18446223812821813,0.07671493048128933,0.09046428364351183,0.2694630213135982,0.12016422432119156,0.060966376943507296,0.06688838408585888,crops,0.2694630213135982,4.0350013894400005
2_1720_0,0,0.0346644308528989,0.0697358263975107,0.0607336742656403,0.3186672716891687,0.0356915522930457,0.0663228710059468,0.2299824179958944,0.1038291128229742,0.0360057129475631,29.257573640000032,0.046581157,-0.06391788,0.28990847,2.080651242318893e-05,-17.469878466857054,-10.310309076454608,7.159569390402446,3083.5,2471.5,1493.5,2713.0,4.5427368065312194e-05,0.0,0,0,NO_FIRE,0,10.743916021648444,77.7143146071653,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7177468056004,10.748342374490075]}",0.14935,0.2713,0.30835,0.24715,0.03909549057981475,0.11273905638787926,0.07201427124677318,0.038754370687893135,0.34601323785930926,0.24971802306417168,0.06594544575711785,0.07572010441704081,crops,0.34601323785930926,2.1833244871294832
2_1721_0,0,0.0347919131641343,0.0517142389178993,0.0397669378040067,0.3202447909819081,0.0500662818833023,0.1027999650131603,0.1777050208466964,0.1224177877222179,0.0457066586091601,33.7796141,0.069062866,-0.092322804,0.38731414,2.383633541517219e-05,-17.466460437464782,-9.886360808527062,7.58009962893772,2669.2,1931.4285714285716,979.5454545454544,2218.0,3.868713775409684e-05,0.0,0,0,NO_FIRE,0,15.47276820537389,75.04623275730808,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.04975041176543,15.473480768958758]}",0.09795454545454543,0.2218,0.26692,0.19314285714285714,0.05020383359047432,0.13446273322829477,0.11291467137772727,0.05499240943548982,0.3517543544836997,0.19518979435944497,0.04367969107054752,0.05680251245432171,crops,0.3517543544836997,1.623032109603219
2_1722_0,0,0.0368190675671507,0.0535454330042582,0.1556721635500033,0.2479255707565181,0.0511670489233501,0.0614866965675148,0.1125945362808375,0.0960996388417572,0.0466679178362969,31.40067218000001,0.12770566,-0.022965694,0.34661978,2.340211780878285e-05,-16.715978922116125,-9.869722845386844,6.846256076729283,3157.0,2332.333333333333,1463.0,3015.25,0.00012669534266072493,0.0,0,0,NO_FIRE,0,16.308995793214628,78.32968775679021,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.32860119880168,16.308913983189914]}",0.1463,0.301525,0.3157,0.2332333333333333,0.056556272803789887,0.11646196450729358,0.07451496758596664,0.06200871415829757,0.300457934804952,0.13645192683446616,0.18865717087644546,0.06489104842878884,crops,0.300457934804952,5.413840905166966
2_1723_0,0,0.0405028633951644,0.0449829155902804,0.043981782953902,0.0679626630784912,0.0298343326943784,0.0365948988266794,0.1543917077262017,0.5121576873135706,0.0328041338716965,25.29608846000002,0.23697498,0.027573165,0.43638936,4.228057151267983e-05,-15.049664462888728,-8.491686221880492,6.557978241008236,2269.0,1479.0,940.8,2397.675,0.00026004773133002395,0.0,0,0,NO_FIRE,0,18.96673619963503,79.74610705284685,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74793934771053,18.967927224183697]}",0.09408,0.23976750000000002,0.2269,0.1479,0.03555193888913904,0.5550580567739033,0.0396602334275576,0.032333375326941076,0.07365548665177145,0.16732417260397775,0.047665872414988895,0.04875086391172085,trees,0.5550580567739033,6.1505254547478465
2_1724_0,0,0.0393658754287717,0.0503201122879616,0.0434501257487664,0.2308884617443397,0.0442252790865798,0.0844761713170537,0.1287835392890972,0.251292872279152,0.0377810026436825,29.513925140000023,0.29790303,0.0939458,0.4989749,2.3783325503907745e-05,-15.91042855993527,-8.858150377816575,7.052278182118695,2422.2,1582.0,977.5,2924.5,0.0001272592732278411,0.0,0,0,NO_FIRE,0,17.17248072794288,81.40992282102344,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40982262333164,17.171296655944655]}",0.09775,0.29245,0.24222,0.1582,0.0433657494839971,0.288438712152442,0.09696334735349166,0.050762611882381285,0.2650181437793244,0.14782018241136705,0.04987287621876409,0.057758376718232377,trees,0.288438712152442,5.350777089895677
2_1725_0,0,0.0376344332738006,0.0887766375996952,0.0357189694646919,0.4310133248123579,0.0491447910114169,0.1124210720665233,0.0710105453509577,0.074843842113867,0.0663596265732722,30.012956060000025,0.026234932,-0.12194136,0.20063204,2.581260855705977e-05,-21.455265486217392,-10.328806633024962,11.12645885319243,2774.0,2060.0,1445.428571428571,2171.0,3.641098443062353e-05,0.0,0,0,NO_FIRE,0,15.144360834021397,78.3816326932478,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.38250011584886,15.141104113834535]}",0.1445428571428571,0.2171,0.2774,0.206,0.07140904520866519,0.08053883936791101,0.1209753856697918,0.052884303066861336,0.4638098733584401,0.07641386043153055,0.03843688756287318,0.09553180533392686,crops,0.4638098733584401,1.410589106100441
2_1726_0,0,0.0324923846379044,0.0630883358775035,0.0328007592162226,0.0393904952113242,0.0238597805283087,0.0491489835275227,0.2350023228620343,0.4760939946179004,0.0357546374366125,17.147528780000016,0.15845607,-0.03592561,0.4459588,1.91634025784578e-05,-13.506578622842149,-6.909611156278178,6.596967466563969,2451.0,1657.0,874.0,2281.0,4.109573862940059e-05,0.0,0,0,NO_FIRE,0,11.894446629804158,76.22260050895792,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.226543433962,11.898185938163063]}",0.0874,0.2281,0.2451,0.1657,0.03743395030371139,0.49845503163100846,0.051457397941986414,0.02498041939699752,0.04124057593349754,0.24603984003110033,0.034341335235209464,0.06605144952648882,trees,0.49845503163100846,2.144490701019747
2_1727_0,0,0.0374927194974637,0.0354562973888177,0.5357329098818203,0.0602781713241711,0.0364404246857803,0.0355450943655644,0.0599256932036951,0.1159798197396513,0.0382023266801196,32.98321543999998,0.24267027,0.067002326,0.42450878,1.941465419280025e-05,-14.965419703840936,-6.839000357824332,8.126419346016602,2409.0,1679.0,1113.0,2755.0,7.010913341594878e-05,0.0,0,0,NO_FIRE,0,13.384733906233269,74.7348932353717,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7353400623236,13.380406156960273]}",0.1113,0.2755,0.2409,0.1679,0.04163465711686623,0.1264001553562239,0.03873868281606701,0.039714455082522235,0.06569393052228946,0.06530978361390619,0.5838664277157255,0.038641907776399406,built,0.5838664277157255,3.6111451030607653
2_1728_0,0,0.0369422348579139,0.0882457447150955,0.1874496118471142,0.2384611082088668,0.0316197735301102,0.0632969679791131,0.1148110171416192,0.0545771136239636,0.0384365086283651,38.11708148000002,0.06908818,-0.064701065,0.27199823,3.5273834748884774e-05,-18.105781144715674,-10.540312119843644,7.56546902487203,3250.0,2486.0,1634.0,2855.0,0.0001661481063958403,0.0,0,0,NO_FIRE,0,16.559658394907256,77.3145169446087,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.31350492774662,16.56044226274338]}",0.1634,0.2855,0.325,0.2486,0.04705179335690442,0.06681020633481653,0.07748455735841649,0.03870713296350048,0.2919105607532197,0.1405451339473872,0.22946518079307435,0.10802543449268077,crops,0.2919105607532197,4.710236569929309
2_1729_0,0,0.0371892030424264,0.0356059663142238,0.2309307614421664,0.0721957853770461,0.0428252502440892,0.0448565236854784,0.0457629756520277,0.3547476345817719,0.0648012292764053,21.404672689999984,0.48278362,0.24863532,0.60147274,2.2374018357547693e-05,-13.895824906609253,-7.019757702345792,6.87606720426346,1671.4,968.8571428571428,691.2,2777.5714285714284,3.4677483106132207e-05,0.0,0,0,NO_FIRE,0,9.807237545009189,76.30292403290825,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.30739180953276,9.805111326164578]}",0.06912,0.27775714285714287,0.16714,0.09688571428571428,0.07266942993520698,0.3978212861666646,0.050303027295898986,0.04802511552359831,0.08096183707713646,0.05131954115540951,0.2589705006509165,0.03992926219516865,trees,0.3978212861666646,1.5498996448456046
2_1730_0,0,0.0362188689183251,0.0581223654083996,0.0585065980031642,0.2591610546445563,0.0496941069750824,0.0635192726372874,0.2356091631698377,0.1348274585491578,0.0408427391278867,34.053055700000016,0.08108108,-0.07913337,0.36630467,2.5651178328855327e-05,-16.92919608143583,-10.45543211927974,6.47376396215609,3117.166666666667,2261.0,1233.7142857142858,2660.0,0.00014830386991914485,0.0,0,0,NO_FIRE,0,16.970845815959798,77.99477913812707,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99622454367746,16.97366729343836]}",0.12337142857142858,0.266,0.3117166666666667,0.2261,0.045366568160473464,0.14976123587160275,0.07055480296216605,0.0551983324183964,0.2878662866674584,0.26170573738230124,0.06498691377767313,0.06456012275992863,crops,0.2878662866674584,5.78156168959755
2_1731_0,0,0.0349006441176835,0.0563127510112655,0.0897563940927605,0.2253164965385461,0.0334080970325671,0.0696118115310502,0.233773242257645,0.1261673719512627,0.0372304469894836,30.371848160000013,0.028811524,-0.08958924,0.2640118,2.2852356848370945e-05,-15.866893551031527,-9.245685519381354,6.621208031650173,3077.0,2427.0,1497.0,2571.0,6.765013672966229e-05,0.0,0,0,NO_FIRE,0,14.33954316375388,78.21623147047575,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.21182021186614,14.341603510968161]}",0.1497,0.2571,0.3077,0.2427,0.04271620704631488,0.14475763839961114,0.07986883840178773,0.038330648844200406,0.2585159968616408,0.26821881082938887,0.10298164604040311,0.06461021357665304,shrub,0.26821881082938887,2.9603133356673803
2_1732_0,0,0.0348274443667643,0.041897100292974,0.0414735810805319,0.0474173107132729,0.0277335816192337,0.0377038168048279,0.2455362068333973,0.4745222837405486,0.0329326877189386,27.240941840000005,0.19347773,0.025512338,0.51826626,2.0934875209051824e-05,-15.733485562164493,-9.191390506671588,6.542095055492903,2330.0,1657.0,778.0,2452.0,3.742440994058682e-05,0.0,0,0,NO_FIRE,0,13.866453257729344,79.06414851661707,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.06521973177969,13.865496410384814]}",0.0778,0.2452,0.233,0.1657,0.03469459847339462,0.49990939827206954,0.03972098469830244,0.0292173383089864,0.049954154058890705,0.258672483080274,0.04369243273197398,0.044138610376108285,trees,0.49990939827206954,1.7876586111392365
2_1733_0,0,0.0385985506884748,0.2170741548119434,0.1545423995944318,0.1192732026583739,0.0369772947280956,0.0379402024856094,0.1795237757915888,0.0602593479140115,0.0460686844749504,35.68003322000004,-0.017275482,-0.09605262,0.21359527,2.1566589994326872e-05,-16.756098369760963,-10.76392502323585,5.992173346525114,3522.5,3007.25,1882.5,2905.1111111111118,6.642489047754148e-05,0.0,0,0,NO_FIRE,0,14.037410301018124,80.14626871422766,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.14319807272311,14.036176314367523]}",0.18825,0.29051111111111116,0.35225,0.300725,0.05409287179066206,0.07075524769269055,0.044548580714992014,0.04341795485781674,0.14004806373338533,0.21079300826465436,0.1814604064074887,0.25488386653831024,bare,0.25488386653831024,3.079990415499838
2_1734_0,0,0.0318786224044399,0.0421180328888046,0.0742262648816061,0.1547001269248473,0.0322195378461534,0.0801467630762334,0.1990142379966905,0.2533809500405701,0.0308406184052639,30.795682639999995,0.15347156,-0.0034698127,0.37088305,1.861041844774108e-05,-16.03794600827831,-8.84760319385874,7.190342814419571,2892.0,2107.75,1318.0,2872.0,6.573054831352471e-05,0.0,0,0,NO_FIRE,0,13.369997068276165,78.28484938266303,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.28368543459571,13.371423004119078]}",0.1318,0.2872,0.2892,0.210775,0.03558615567519828,0.2923694270583874,0.09247918281714072,0.03717725353329686,0.17850429350602517,0.22963714805804286,0.08564768003531656,0.04859885931659211,trees,0.2923694270583874,3.5319221057870966
2_1735_0,0,0.037266677171279,0.0469519354237784,0.0502097297595032,0.199898729040738,0.0781188101597851,0.0594734752310379,0.0715095168280024,0.0974713203782636,0.2646635237840875,28.303946060000044,0.21448617,0.08216242,0.41822723,6.110503007333242e-05,-18.57001684277034,-11.275511966657866,7.294504876112473,1927.0,1469.5,932.0,2272.0,0.00016459726806914096,0.0,0,0,NO_FIRE,0,15.176811254133453,76.31037807324152,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.30739180953276,15.177036725199317]}",0.0932,0.2272,0.1927,0.14695,0.30480758474037767,0.11225573256627347,0.06849438895885832,0.08996784108044052,0.2302192909714516,0.08235605269155452,0.05782552215599792,0.054073586835045845,water,0.30480758474037767,2.693677883336397
2_1736_0,0,0.0353551892851848,0.0344335591420531,0.0351756146992556,0.0385951795848086,0.0285238576005212,0.0341884508961811,0.0740747083094902,0.6779033054830507,0.0322924947598949,31.188754940000024,0.19041373,0.0067560757,0.4475859,1.919077328450232e-05,-13.717368208699096,-7.748661832307853,5.968706376391243,2462.5,1697.5,952.5,2496.0,9.11690103694526e-05,0.0,0,0,NO_FIRE,0,14.606550337470184,79.28269240818626,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.28081539996838,14.602114943362823]}",0.09525,0.2496,0.24625,0.16975,0.03380750470489224,0.7097072976239394,0.035792410066783624,0.029862061051688007,0.04040588146258862,0.07754994057618483,0.036825886890580715,0.03604901762334246,trees,0.7097072976239394,4.750668929171132
2_1737_0,0,0.0388286036119447,0.0708066366179927,0.0369426129475693,0.1035931183539919,0.0387937468803373,0.1178512601508644,0.2214604990205547,0.2668829778282854,0.0384884964584846,30.24709043000001,0.07626959,-0.10482446,0.3917551,3.5499135536636324e-05,-15.07635269106295,-8.473426041813658,6.602926649249293,3015.5,2097.0,1067.8,2443.285714285714,0.00016067538288135183,0.0,0,0,NO_FIRE,0,17.46112690662679,80.4518600802968,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44862526932376,17.458757546862902]}",0.10678,0.24432857142857142,0.30155,0.2097,0.04301258855590134,0.29825347244426376,0.1317039694998573,0.043353719335479275,0.11576986858370208,0.247491853469268,0.04128499570274653,0.07912953240878172,trees,0.29825347244426376,4.526177340727898
2_1738_0,0,0.0359992069607555,0.0445423048804514,0.1148467788783212,0.3700907283928245,0.0381900487021387,0.059492111254561,0.0830730884432947,0.148782235958303,0.043046079420795,31.59379031000003,0.2888889,0.114789106,0.47896302,3.25874202579518e-05,-16.545279054865176,-9.268827347183615,7.276451707681559,2072.5,1440.0,919.5,2610.0,7.294192552478987e-05,0.0,0,0,NO_FIRE,0,16.44202776568278,74.98822551088709,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.98686834187706,16.44366127580784]}",0.09195,0.261,0.20725,0.144,0.04771957333528023,0.164935457893742,0.06595114361358587,0.0423363254967942,0.41027131603806577,0.09209229712666847,0.1273156431606924,0.04937824333517097,crops,0.41027131603806577,2.2383461147708057
2_1739_0,0,0.0353078499961175,0.0658269226107569,0.1642159224776107,0.3103057794782909,0.0298286661882663,0.0695942456811843,0.1246931974975658,0.0675300349193137,0.0362772810206349,35.22885458000002,-0.047645126,-0.13021007,0.27027026,2.649980324542451e-05,-18.251718795878556,-9.398172784031711,8.85354601184684,3389.5,2869.5,1498.5,2608.5,7.144439074229237e-05,0.0,0,0,NO_FIRE,0,11.25890387471133,77.94587012369516,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.94232562663029,11.260382086438202]}",0.14985,0.26085,0.33895,0.28695,0.04178100749173608,0.07777520297830924,0.08015258085448417,0.03435405549747668,0.35738312608756184,0.14361074678807736,0.189129573503503,0.07581370679885178,crops,0.35738312608756184,2.6960347622440572
2_1740_0,0,0.0328778407072197,0.0493943191329228,0.0777934426970949,0.1873408332228957,0.0330136563861742,0.0912569672377272,0.2348408340979156,0.1906378014695788,0.0343551114889454,26.83590647000005,0.1292481,-0.02606871,0.3966436,1.895630584600737e-05,-15.530986662082656,-8.587067230421113,6.943919431661543,3178.333333333333,2326.25,1303.2857142857142,3016.833333333333,8.47388080222748e-06,0.0,0,0,NO_FIRE,0,13.540900380767503,78.26282411389177,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.26571912891332,13.542102908101787]}",0.13032857142857143,0.3016833333333333,0.3178333333333333,0.232625,0.03823041530744732,0.21214200762602192,0.10155087863181665,0.03673764222441601,0.20847313682737179,0.26133120311949976,0.08656865000898119,0.05496606625444536,shrub,0.26133120311949976,0.4470217388907698
2_1741_0,0,0.0341409589447606,0.0906199242583372,0.0445537153734929,0.3176476357556466,0.071238956737539,0.0947194587465168,0.1857621761737391,0.0789666721054042,0.0427701516309753,30.288106670000047,0.11609418,0.01332593,0.29877833,2.003042209427028e-05,-18.032917531490423,-10.928501747412994,7.104415784077428,2665.5,2168.0,1478.0,2737.5,2.6637944911050262e-05,0.0,0,0,NO_FIRE,0,8.90020227160031,77.98877720102773,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.98724139083626,8.89781288920386]}",0.1478,0.27375,0.26655,0.2168,0.04617417204630197,0.08525152623209678,0.10225805655378585,0.07690877210769381,0.3429287955308525,0.20054674475667955,0.04809968729378382,0.09783224547880565,crops,0.3429287955308525,1.3298743673839042
2_1742_0,0,0.0359444319122064,0.0424974883024237,0.1685541067149882,0.3061363480519503,0.046883826664845,0.0742246488868994,0.0842187263157316,0.105908483695729,0.0455847903350858,30.990509780000025,0.24250796,0.06300573,0.44310048,2.1232263440794545e-05,-16.59417646097851,-9.378007827113093,7.216168633865418,2576.5,1782.0,1128.0,2923.0,5.35684460080474e-05,0.0,0,0,NO_FIRE,0,12.455704158163812,79.37436735386163,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.37064692838032,12.455141414317167]}",0.1128,0.2923,0.25765,0.1782,0.05215600827842013,0.12117558755420714,0.08492440950920228,0.05364230555149855,0.35026704709955475,0.09635917056177525,0.19285181132932125,0.0486236601160206,crops,0.35026704709955475,2.5229738768747487
2_1743_0,0,0.0357458463951344,0.0595635939469753,0.0761822982418254,0.3371681144444978,0.044001437916324,0.0905357359202,0.1560269301147039,0.0955603792299998,0.0463116869073489,33.74885191999999,0.1439441,0.017438835,0.35060897,3.322307725464617e-05,-17.440334617192498,-10.399078294787678,7.04125632240482,2516.6666666666665,1950.1666666666663,1253.0,2606.0,0.00012195255989357604,0.0,0,0,NO_FIRE,0,11.248257917580984,78.92638520417513,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.93047243916176,11.251398933597008]}",0.1253,0.2606,0.25166666666666665,0.19501666666666662,0.05115334165508858,0.10555073792110838,0.10000079333724228,0.04860156771123192,0.3724173508921469,0.17233876363690775,0.08414677569034011,0.06579066915593404,crops,0.3724173508921469,3.6707183672012578
2_1744_0,0,0.0371787817373524,0.0609838634777321,0.0488762409796061,0.2664617890567409,0.0909056551891433,0.0729001009261564,0.1241412125322419,0.133563755905283,0.0860356382190195,32.26201322000003,0.29749975,0.11580971,0.38965076,2.7526300872593977e-05,-16.941998795837293,-11.022921664120044,5.91907713171725,1801.6666666666667,1231.0,998.6,2273.625,0.00013160749861799114,0.0,0,0,NO_FIRE,0,17.933089049917985,78.05833687369085,0,BACKGROUND,BACKGROUND,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05910661356583,17.934864647446247]}",0.09986,0.2273625,0.18016666666666667,0.1231,0.09733988929588594,0.15111274214839135,0.08247846939597964,0.10284977941298094,0.301472292009255,0.14045216767246743,0.05529810651305379,0.06899655355198592,crops,0.301472292009255,4.781154548413135
